Count of Victims,Age Group,Sex,MethodofKilling,Domestic Abuse,Recorded Year,Recorded Month,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity
1,35 to 44,Female,Other Methods of Killing,Domestic Abuse,2007,Feb,Murder,Solved,Bromley,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Apr,Murder,Solved,Bromley,White
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,2007,May,Murder,Solved,Bromley,White
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,2007,Jun,Murder,Solved,Bromley,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Jun,Murder,Solved,Bromley,White
1,65 and over,Female,Other Methods of Killing,Not Domestic Abuse,2007,Nov,Murder,Unsolved,Bromley,White
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,2007,Dec,Murder,Solved,Bromley,White
1,35 to 44,Female,Shooting,Domestic Abuse,2007,Mar,Murder,Solved,Greenwich,White
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,2007,Apr,Murder,Solved,Greenwich,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Apr,Murder,Solved,Greenwich,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2007,Jul,Murder,Solved,Greenwich,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2007,Aug,Murder,Solved,Greenwich,White
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,2007,Sep,Murder,Solved,Greenwich,White
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2007,Sep,Murder,Solved,Greenwich,White
1,13 to 19,Male,Shooting,Not Domestic Abuse,2007,Oct,Murder,Unsolved,Greenwich,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2007,Apr,Murder,Solved,Croydon,Black
1,0 to 12,Male,"Physical Assault, no weapon",Not Domestic Abuse,2007,May,Murder,Solved,Croydon,Black
1,0 to 12,Female,"Physical Assault, no weapon",Not Domestic Abuse,2007,May,Murder,Solved,Croydon,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,May,Murder,Solved,Croydon,Black
1,13 to 19,Female,Knife or Sharp Implement,Not Domestic Abuse,2007,Jun,Murder,Solved,Croydon,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Aug,Murder,Solved,Croydon,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,2007,Nov,Murder,Solved,Croydon,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Dec,Murder,Solved,Croydon,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Oct,Murder,Solved,Bexley,White
1,55 to 64,Male,Not known/Not Recorded,Not Domestic Abuse,2007,Nov,Murder,Solved,Sutton,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Nov,Murder,Solved,Sutton,White
1,25 to 34,Female,Other Methods of Killing,Domestic Abuse,2007,Feb,Murder,Solved,Tower Hamlets,White
1,65 and over,Male,Other Methods of Killing,Not Domestic Abuse,2007,Jun,Murder,Solved,Tower Hamlets,White
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,2007,Aug,Murder,Solved,Tower Hamlets,Asian
1,25 to 34,Female,Not known/Not Recorded,Not Domestic Abuse,2007,Oct,Murder,Solved,Southwark,Asian
1,20 to 24,Female,Other Methods of Killing,Not Domestic Abuse,2007,Oct,Murder,Solved,Southwark,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Mar,Murder,Solved,Redbridge,Asian
1,0 to 12,Female,Other Methods of Killing,Not Domestic Abuse,2007,Apr,Murder,Solved,Redbridge,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Jun,Murder,Solved,Redbridge,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Aug,Murder,Solved,Redbridge,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Dec,Murder,Solved,Redbridge,Asian
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,2007,Jan,Murder,Solved,Hackney,White
1,0 to 12,Male,Blunt Implement,Not Domestic Abuse,2007,Jan,Murder,Solved,Hackney,Black
1,0 to 12,Female,Blunt Implement,Not Domestic Abuse,2007,Jan,Murder,Solved,Hackney,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,2007,Feb,Murder,Solved,Hackney,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,May,Murder,Solved,Islington,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,2007,Jun,Murder,Unsolved,Hackney,White
1,0 to 12,Male,Not known/Not Recorded,Not Domestic Abuse,2007,Sep,Manslaughter,Solved,Hackney,White
1,13 to 19,Male,Shooting,Not Domestic Abuse,2007,Nov,Murder,Solved,Hackney,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Dec,Murder,Solved,Hackney,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Apr,Murder,Solved,Waltham Forest,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Aug,Murder,Solved,Waltham Forest,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Sep,Murder,Solved,Waltham Forest,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2007,Sep,Murder,Solved,Waltham Forest,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Jan,Murder,Solved,Barking & Dagenham,Black
1,25 to 34,Male,Shooting,Not Domestic Abuse,2007,Jan,Murder,Unsolved,Barking & Dagenham,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Jul,Murder,Solved,Barking & Dagenham,White
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,2007,Jul,Murder,Unsolved,Barking & Dagenham,Asian
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic Abuse,2007,Aug,Murder,Solved,Barking & Dagenham,Black
1,13 to 19,Male,Other Methods of Killing,Not Domestic Abuse,2007,Apr,Manslaughter,Solved,Enfield,White
1,13 to 19,Female,Knife or Sharp Implement,Not Domestic Abuse,2007,May,Murder,Solved,Enfield,Black
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,2007,Jul,Murder,Solved,Enfield,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2007,Jul,Murder,Solved,Enfield,Black
1,45 to 54,Female,"Physical Assault, no weapon",Not Domestic Abuse,2007,Jul,Murder,Solved,Enfield,Asian
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2007,Aug,Murder,Solved,Enfield,White
1,25 to 34,Female,Other Methods of Killing,Domestic Abuse,2007,Jan,Murder,Solved,Newham,Asian
1,0 to 12,Female,"Physical Assault, no weapon",Domestic Abuse,2007,Jan,Murder,Solved,Newham,Asian
1,0 to 12,Female,"Physical Assault, no weapon",Domestic Abuse,2007,Jan,Murder,Solved,Newham,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Mar,Murder,Solved,Newham,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Mar,Murder,Unsolved,Newham,Black
1,35 to 44,Male,Knife or Sharp Implement,Domestic Abuse,2007,Apr,Murder,Solved,Newham,Asian
1,25 to 34,Female,Other Methods of Killing,Domestic Abuse,2007,Apr,Murder,Solved,Newham,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Jun,Murder,Solved,Newham,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Jun,Murder,Solved,Newham,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Aug,Murder,Unsolved,Newham,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Oct,Murder,Solved,Newham,Asian
1,13 to 19,Male,"Physical Assault, no weapon",Not Domestic Abuse,2007,Nov,Murder,Solved,Newham,Black
1,35 to 44,Female,"Physical Assault, no weapon",Domestic Abuse,2007,Nov,Murder,Solved,Newham,White
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,2007,May,Manslaughter,Solved,Havering,White
1,35 to 44,Male,Shooting,Not Domestic Abuse,2007,Jun,Murder,Solved,Havering,White
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,2007,Jun,Murder,Solved,Havering,White
1,25 to 34,Male,Other Methods of Killing,Not Domestic Abuse,2007,Nov,Murder,Solved,Havering,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2007,May,Murder,Solved,Westminster,Asian
1,20 to 24,Male,Other Methods of Killing,Not Domestic Abuse,2007,Sep,Murder,Solved,Westminster,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,2007,Mar,Murder,Unsolved,Hammersmith & Fulham,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Mar,Murder,Solved,Hammersmith & Fulham,Black
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,2007,Jun,Murder,Solved,Hammersmith & Fulham,White
1,45 to 54,Male,Shooting,Not Domestic Abuse,2007,Jul,Murder,Solved,Hammersmith & Fulham,Black
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,2007,Aug,Murder,Solved,Hammersmith & Fulham,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Sep,Murder,Solved,Hammersmith & Fulham,White
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,2007,Feb,Murder,Solved,Westminster,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2007,Apr,Murder,Solved,Westminster,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2007,Jan,Murder,Solved,Westminster,Black
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,2007,Nov,Manslaughter,Solved,Westminster,White
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,2008,Jan,Manslaughter,Solved,Wandsworth,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Feb,Murder,Solved,Wandsworth,White
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,2008,Aug,Murder,Solved,Wandsworth,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Nov,Murder,Unsolved,Wandsworth,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Dec,Murder,Unsolved,Wandsworth,White
1,25 to 34,Female,Other Methods of Killing,Not Domestic Abuse,2008,Feb,Manslaughter,Solved,Hounslow,White
1,25 to 34,Female,Not known/Not Recorded,Not Domestic Abuse,2008,Oct,Manslaughter,Unsolved,Hounslow,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Oct,Murder,Solved,Hounslow,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Feb,Murder,Solved,Hillingdon,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Oct,Murder,Solved,Hillingdon,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,2008,Nov,Murder,Solved,Hillingdon,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2008,Jan,Murder,Solved,Lambeth,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Jan,Murder,Solved,Lambeth,Other
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Mar,Murder,Solved,Lambeth,White
1,13 to 19,Male,Shooting,Not Domestic Abuse,2008,Mar,Murder,Unsolved,Lambeth,Black
1,25 to 34,Female,Other Methods of Killing,Not Domestic Abuse,2008,May,Murder,Solved,Lambeth,Black
1,13 to 19,Female,Knife or Sharp Implement,Not Domestic Abuse,2008,Jun,Murder,Solved,Lambeth,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Jul,Murder,Solved,Lambeth,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Jul,Murder,Solved,Lambeth,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Aug,Murder,Solved,Lambeth,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Sep,Murder,Unsolved,Lambeth,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,2008,Oct,Murder,Unsolved,Lambeth,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Oct,Murder,Solved,Lambeth,Black
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,2008,Nov,Murder,Unsolved,Lambeth,White
1,25 to 34,Male,Shooting,Not Domestic Abuse,2008,Dec,Murder,Solved,Lambeth,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Jan,Murder,Solved,Merton,White
1,55 to 64,Female,"Physical Assault, no weapon",Not Domestic Abuse,2008,Feb,Murder,Solved,Merton,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Feb,Murder,Solved,Merton,Black
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,2008,Apr,Murder,Solved,Merton,Asian
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,2008,Jun,Murder,Solved,Merton,White
1,55 to 64,Male,Shooting,Domestic Abuse,2008,Jan,Murder,Solved,Brent,White
1,35 to 44,Male,Blunt Implement,Not Domestic Abuse,2008,Mar,Murder,Solved,Brent,White
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,2008,Mar,Murder,Unsolved,Brent,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Apr,Murder,Solved,Brent,White
1,25 to 34,Male,Shooting,Not Domestic Abuse,2008,Apr,Murder,Solved,Brent,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,May,Murder,Solved,Brent,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,2008,Jun,Murder,Solved,Brent,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Nov,Murder,Solved,Brent,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Mar,Murder,Solved,Harrow,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,2008,Jun,Murder,Solved,Brent,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Feb,Murder,Solved,Camden,White
1,13 to 19,Male,Shooting,Not Domestic Abuse,2008,May,Murder,Solved,Camden,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Jan,Murder,Solved,Barnet,White
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,2008,May,Murder,Solved,Barnet,Black
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,2008,May,Murder,Solved,Barnet,White
1,25 to 34,Male,Shooting,Not Domestic Abuse,2008,Oct,Murder,Solved,Barnet,Other
1,13 to 19,Male,Blunt Implement,Not Domestic Abuse,2008,Jan,Murder,Solved,Ealing,Black
1,55 to 64,Male,Knife or Sharp Implement,Domestic Abuse,2008,Aug,Murder,Solved,Ealing,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Sep,Murder,Solved,Ealing,Black
1,35 to 44,Female,"Physical Assault, no weapon",Domestic Abuse,2008,Oct,Murder,Solved,Ealing,Asian
1,20 to 24,Male,Shooting,Not Domestic Abuse,2008,Nov,Murder,Solved,Ealing,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Jan,Murder,Solved,Islington,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,2008,Mar,Manslaughter,Solved,Islington,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2008,Jun,Murder,Solved,Islington,Black
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,2008,Jun,Murder,Solved,Islington,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Jun,Murder,Solved,Islington,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Jul,Murder,Solved,Islington,Black
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2008,Jul,Murder,Solved,Islington,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Sep,Murder,Solved,Islington,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Nov,Murder,Solved,Islington,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,May,Murder,Solved,Haringey,White
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,2008,May,Murder,Solved,Haringey,White
1,25 to 34,Female,Shooting,Not Domestic Abuse,2008,May,Murder,Unsolved,Haringey,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Jul,Murder,Solved,Haringey,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Mar,Murder,Solved,Southwark,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,May,Murder,Solved,Southwark,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,May,Murder,Solved,Southwark,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Jun,Murder,Solved,Southwark,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Jul,Murder,Solved,Southwark,White
1,25 to 34,Female,Knife or Sharp Implement,Not Domestic Abuse,2008,Jul,Murder,Solved,Southwark,White
1,35 to 44,Female,Other Methods of Killing,Domestic Abuse,2008,Aug,Murder,Solved,Southwark,White
1,13 to 19,Male,Shooting,Not Domestic Abuse,2008,Aug,Murder,Solved,Southwark,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,2008,Aug,Murder,Unsolved,Southwark,Black
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,2008,Sep,Murder,Solved,Southwark,Black
1,45 to 54,Female,"Physical Assault, no weapon",Not Domestic Abuse,2008,Sep,Murder,Solved,Southwark,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2008,Oct,Murder,Solved,Southwark,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic Abuse,2008,Dec,Murder,Solved,Southwark,White
1,13 to 19,Male,Blunt Implement,Not Domestic Abuse,2008,May,Murder,Solved,Lewisham,White
1,20 to 24,Male,Blunt Implement,Not Domestic Abuse,2008,Jun,Murder,Solved,Lewisham,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Jun,Murder,Solved,Lewisham,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Jun,Murder,Solved,Lewisham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Dec,Murder,Solved,Lewisham,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic Abuse,2008,Sep,Manslaughter,Solved,Bromley,White
1,20 to 24,Male,Other Methods of Killing,Not Domestic Abuse,2008,Sep,Manslaughter,Solved,Bromley,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Feb,Murder,Solved,Greenwich,Black
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,2008,Apr,Manslaughter,Solved,Greenwich,White
1,13 to 19,Female,Other Methods of Killing,Not Domestic Abuse,2008,May,Manslaughter,Solved,Greenwich,Black
1,55 to 64,Male,Other Methods of Killing,Not Domestic Abuse,2008,May,Murder,Solved,Greenwich,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic Abuse,2008,Oct,Murder,Solved,Greenwich,White
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,2008,Nov,Murder,Solved,Greenwich,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,2008,Feb,Murder,Solved,Croydon,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Jul,Murder,Solved,Croydon,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Aug,Murder,Solved,Croydon,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Sep,Murder,Solved,Croydon,Black
1,20 to 24,Male,Shooting,Not Domestic Abuse,2008,Nov,Murder,Unsolved,Croydon,Black
1,35 to 44,Male,"Physical Assault, no weapon",Not Domestic Abuse,2008,Nov,Manslaughter,Solved,Croydon,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Jan,Murder,Solved,Bexley,White
1,35 to 44,Male,Knife or Sharp Implement,Domestic Abuse,2008,Apr,Murder,Solved,Bexley,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,May,Murder,Solved,Bexley,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2008,Oct,Murder,Solved,Bexley,Unrecorded / Unknown
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2008,Dec,Murder,Solved,Bexley,Unrecorded / Unknown
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,May,Murder,Solved,Sutton,Asian
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic Abuse,2008,May,Murder,Solved,Sutton,Asian
1,65 and over,Male,Not known/Not Recorded,Not Domestic Abuse,2008,Sep,Murder,Solved,Sutton,White
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,2008,Apr,Murder,Solved,Tower Hamlets,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic Abuse,2008,Jun,Murder,Solved,Tower Hamlets,Asian
1,20 to 24,Female,Not known/Not Recorded,Domestic Abuse,2008,Jul,Murder,Solved,Tower Hamlets,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Jul,Murder,Solved,Tower Hamlets,White
1,35 to 44,Male,Shooting,Not Domestic Abuse,2008,Jul,Murder,Solved,Tower Hamlets,Black
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,2008,Aug,Murder,Solved,Tower Hamlets,Asian
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,2008,Dec,Murder,Solved,Tower Hamlets,White
1,20 to 24,Male,Shooting,Not Domestic Abuse,2008,Mar,Murder,Unsolved,Redbridge,Asian
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Apr,Murder,Solved,Redbridge,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Nov,Murder,Solved,Redbridge,Asian
1,25 to 34,Female,Not known/Not Recorded,Not Domestic Abuse,2008,Nov,Murder,Solved,Redbridge,White
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,2008,Mar,Murder,Solved,Hackney,White
1,25 to 34,Male,Blunt Implement,Domestic Abuse,2008,Mar,Murder,Solved,Hackney,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Mar,Murder,Solved,Hackney,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Mar,Murder,Solved,Hackney,Black
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,2008,Apr,Murder,Solved,Hackney,Black
1,25 to 34,Female,Not known/Not Recorded,Not Domestic Abuse,2008,Jul,Murder,Solved,Hackney,Unrecorded / Unknown
1,35 to 44,Male,Blunt Implement,Not Domestic Abuse,2008,Jul,Murder,Solved,Hackney,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,2008,Aug,Murder,Solved,Hackney,Black
